Mission_ID,Grid_ID,Image,Row,Col,Pixel_X,Pixel_Y,Northing,Easting,Average_NDVI,Average_NDRE,Average_SAVI,Vegetation_Ratio,Canopy_Coverage,Crop_Stress_Indicator,Average_Red,Average_Green,Average_NIR,Temperature,Humidity,Rainfall,Wind_Speed,Soil_Moisture,Soil_pH,Crop_Type,Crop_Growth_Stage,Status
20260724_123113,G_10_45,odm_orthophoto,10,45,2093,535,4299945.806088444,618872.810180324,0.36229685,0.026874987,2.3953748e-05,1.0,100.0,63.770317,7.027487e-06,7.783664e-06,1.50124215e-05,29.88,64.56,13.34,5.93,30.76,6.86,Wheat,Vegetative,HEALTHY
20260724_123113,G_10_46,odm_orthophoto,10,46,2139,535,4299945.806088444,618875.1095999851,0.36484492,0.028491275,2.5088242e-05,1.0,100.0,63.515507,7.277148e-06,7.981829e-06,1.564028e-05,31.52,72.7,6.96,4.22,36.76,7.03,Wheat,Vegetative,HEALTHY
20260724_123113,G_10_47,odm_orthophoto,10,47,2185,535,4299945.806088444,618877.4090196461,0.37190175,0.032329556,2.5867032e-05,0.979539641943734,97.9539641943734,62.809826,7.272592e-06,7.8129e-06,1.5895337e-05,28.73,64.8,7.28,3.69,29.15,6.78,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_13,odm_orthophoto,11,13,621,586,4299943.256088481,618799.2287511701,0.35990214,0.06503378,1.5606172e-05,0.9910485933503836,99.10485933503837,64.00979,4.625288e-06,4.6920895e-06,9.827496e-06,32.95,75.06,3.64,2.2,25.19,6.8,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_14,odm_orthophoto,11,14,667,586,4299943.256088481,618801.5281708312,0.39722893,0.07736576,1.9987214e-05,1.0,100.0,60.277103,4.9585847e-06,3.803588e-06,1.1621218e-05,30.23,79.87,12.57,1.67,22.58,6.94,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_15,odm_orthophoto,11,15,713,586,4299943.256088481,618803.8275904922,0.396521,0.07262,2.1898355e-05,1.0,100.0,60.347904,5.4330335e-06,3.766641e-06,1.2732757e-05,30.8,72.67,4.85,2.82,27.37,6.87,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_16,odm_orthophoto,11,16,759,586,4299943.256088481,618806.1270101533,0.38667953,0.063953474,2.1019954e-05,1.0,100.0,61.332047,5.510051e-06,4.080498e-06,1.2516959e-05,30.4,71.45,0.55,1.56,35.63,6.79,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_17,odm_orthophoto,11,17,805,586,4299943.256088481,618808.4264298143,0.38425264,0.060841665,1.9954841e-05,0.887468030690537,88.83205456095482,61.574734,5.2976893e-06,3.709893e-06,1.1949537e-05,31.09,68.27,14.67,1.87,31.49,6.72,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_18,odm_orthophoto,11,18,851,586,4299943.256088481,618810.7258494754,0.5556318,0.11614511,2.9816072e-05,0.5247229326513214,53.196930946291566,44.436817,3.5964656e-06,3.438131e-06,1.3535526e-05,27.82,73.44,10.41,5.35,31.08,6.92,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_19,odm_orthophoto,11,19,897,586,4299943.256088481,618813.0252691364,0.76002765,0.1816197,4.646456e-05,0.5468883205456095,55.626598465473144,23.997234,2.318257e-06,3.4079849e-06,1.7807099e-05,28.68,63.73,6.4,1.25,32.0,6.22,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_20,odm_orthophoto,11,20,943,586,4299943.256088481,618815.3246887975,0.71264505,0.16914484,4.1121988e-05,0.6875532821824382,70.67348678601876,28.735495,2.6889895e-06,3.7761777e-06,1.6396858e-05,27.87,68.75,5.67,5.85,36.77,6.39,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_21,odm_orthophoto,11,21,989,586,4299943.256088481,618817.6241084585,0.7481251,0.18482591,4.6654168e-05,1.0,100.0,25.187492,2.6096889e-06,3.770548e-06,1.8161727e-05,30.44,79.5,0.38,2.66,30.18,7.02,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_22,odm_orthophoto,11,22,1035,586,4299943.256088481,618819.9235281196,0.63893557,0.12868345,3.6562826e-05,0.9202898550724637,92.96675191815856,36.106445,3.4944696e-06,4.467612e-06,1.5682548e-05,28.88,78.45,12.3,0.69,37.84,6.51,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_23,odm_orthophoto,11,23,1081,586,4299943.256088481,618822.2229477807,0.64944583,0.12004934,3.5600347e-05,0.886615515771526,89.13043478260869,35.055416,3.063008e-06,3.9539677e-06,1.4930234e-05,30.6,74.77,11.53,1.77,30.47,6.7,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_24,odm_orthophoto,11,24,1127,586,4299943.256088481,618824.5223674418,0.6183439,0.10932336,3.3754968e-05,1.0,100.0,38.16561,3.4453647e-06,4.110267e-06,1.4697434e-05,29.23,69.11,3.55,5.47,32.32,6.76,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_25,odm_orthophoto,11,25,1173,586,4299943.256088481,618826.8217871028,0.52660424,0.10460147,2.8449645e-05,1.0,100.0,47.339577,4.259401e-06,4.329571e-06,1.374296e-05,29.27,71.15,13.22,5.33,28.18,6.86,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_26,odm_orthophoto,11,26,1219,586,4299943.256088481,618829.1212067639,0.45340148,0.09600064,2.3792287e-05,0.8930093776641091,90.36658141517476,54.659855,4.787087e-06,4.496811e-06,1.2718129e-05,35.27,68.21,8.79,0.86,38.64,6.54,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_27,odm_orthophoto,11,27,1265,586,4299943.256088481,618831.420626425,0.54114044,0.10522524,2.8740293e-05,0.8853367433930094,89.85507246376811,45.885956,4.0709383e-06,4.315322e-06,1.3651379e-05,31.33,69.77,10.72,2.55,26.11,6.93,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_28,odm_orthophoto,11,28,1311,586,4299943.256088481,618833.720046086,0.55726093,0.119161,3.166794e-05,0.8184143222506394,83.63171355498721,44.273907,4.260254e-06,4.35158e-06,1.4816641e-05,34.37,74.59,12.75,3.81,29.57,6.72,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_29,odm_orthophoto,11,29,1357,586,4299943.256088481,618836.019465747,0.59816426,0.13907076,3.5509238e-05,0.9271099744245525,94.28815004262574,40.183575,4.0123928e-06,4.2343304e-06,1.5849284e-05,30.79,77.37,7.69,0.97,25.53,6.53,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_30,odm_orthophoto,11,30,1403,586,4299943.256088481,618838.3188854081,0.6342735,0.16198315,3.2793938e-05,0.7391304347826086,75.66069906223359,36.572647,3.0483882e-06,3.4231728e-06,1.3980085e-05,32.54,77.47,8.29,3.69,42.98,6.43,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_31,odm_orthophoto,11,31,1449,586,4299943.256088481,618840.6183050692,0.57486445,0.13858049,3.441392e-05,0.8529411764705882,86.57289002557545,42.513554,4.2689207e-06,4.395507e-06,1.574069e-05,29.92,72.57,10.58,5.42,24.32,6.77,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_32,odm_orthophoto,11,32,1495,586,4299943.256088481,618842.9177247302,0.7265066,0.18823966,4.2036816e-05,0.7276214833759591,74.55242966751918,27.34934,2.4321012e-06,3.236032e-06,1.6444934e-05,34.9,70.6,7.01,3.55,38.37,6.49,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_33,odm_orthophoto,11,33,1541,586,4299943.256088481,618845.2171443913,0.6324282,0.15759577,3.380102e-05,0.7297527706734868,74.8081841432225,36.757175,3.1788777e-06,3.5970359e-06,1.4446306e-05,31.78,68.62,14.87,3.75,34.54,7.08,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_34,odm_orthophoto,11,34,1587,586,4299943.256088481,618847.5165640523,0.5970114,0.1385898,4.2031726e-05,0.9714407502131287,97.78346121057119,40.298862,4.867139e-06,5.1525076e-06,1.8878389e-05,33.21,80.1,3.32,1.71,34.26,6.7,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_35,odm_orthophoto,11,35,1633,586,4299943.256088481,618849.8159837134,0.68695444,0.16674916,3.5867026e-05,0.8589087809036658,87.34015345268543,31.304556,2.6196883e-06,3.2399764e-06,1.4575797e-05,35.5,70.9,2.83,1.89,39.88,6.88,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_36,odm_orthophoto,11,36,1679,586,4299943.256088481,618852.1154033744,0.65129256,0.14961313,3.959181e-05,0.8184143222506394,83.63171355498721,34.870743,3.4620293e-06,4.083254e-06,1.665985e-05,34.24,75.49,10.02,0.63,35.14,6.49,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_37,odm_orthophoto,11,37,1725,586,4299943.256088481,618854.4148230355,0.6131597,0.13982387,3.8751732e-05,0.8861892583120204,89.89769820971867,38.68403,4.0961277e-06,4.5251268e-06,1.7013925e-05,33.82,73.1,7.36,3.17,33.57,6.93,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_38,odm_orthophoto,11,38,1771,586,4299943.256088481,618856.7142426965,0.61090004,0.14446977,3.0528685e-05,0.8098891730605285,82.22506393861893,38.909996,3.078659e-06,3.5427975e-06,1.3255237e-05,29.34,73.88,13.1,3.61,28.16,6.65,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_39,odm_orthophoto,11,39,1817,586,4299943.256088481,618859.0136623576,0.5859227,0.12754856,3.561412e-05,0.8704177323103154,89.25831202046037,41.40773,4.2211836e-06,4.6134555e-06,1.6093045e-05,33.38,73.65,12.68,5.9,31.22,7.23,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_40,odm_orthophoto,11,40,1863,586,4299943.256088481,618861.3130820188,0.6155619,0.13868263,3.6751873e-05,0.7246376811594203,74.38192668371697,38.44381,3.7856528e-06,4.318254e-06,1.6036776e-05,31.17,72.74,4.99,2.51,27.86,6.51,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_41,odm_orthophoto,11,41,1909,586,4299943.256088481,618863.6125016798,0.5517683,0.11357135,3.080719e-05,0.8861892583120204,90.02557544757033,44.82317,4.2055963e-06,4.5933566e-06,1.44750475e-05,31.19,79.35,5.36,5.82,31.82,6.57,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_42,odm_orthophoto,11,42,1955,586,4299943.256088481,618865.9119213409,0.45329577,0.079398006,2.6495012e-05,0.8985507246376812,90.83546462063086,54.67042,5.418817e-06,5.5609894e-06,1.4250835e-05,32.4,78.65,5.59,4.15,23.09,7.53,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_43,odm_orthophoto,11,43,2001,586,4299943.256088481,618868.2113410019,0.4516817,0.06728025,2.6411424e-05,0.9416027280477408,94.50127877237851,54.831825,5.4496063e-06,5.8905885e-06,1.4253762e-05,31.12,71.97,10.58,5.37,32.73,6.82,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_44,odm_orthophoto,11,44,2047,586,4299943.256088481,618870.510760663,0.43657735,0.060670614,2.7186044e-05,0.979539641943734,98.29497016197783,56.34227,5.857833e-06,6.3738325e-06,1.4920231e-05,34.02,72.73,12.64,0.93,38.5,6.77,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_45,odm_orthophoto,11,45,2093,586,4299943.256088481,618872.810180324,0.37158212,0.03502819,2.3710358e-05,1.0,100.0,62.841785,6.6973416e-06,7.3717106e-06,1.4601131e-05,30.37,73.13,9.77,3.75,38.18,6.59,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_46,odm_orthophoto,11,46,2139,586,4299943.256088481,618875.1095999851,0.36077115,0.029749189,2.29161e-05,1.0,100.0,63.922882,6.7731557e-06,7.5625503e-06,1.441218e-05,33.65,70.92,12.53,2.48,34.89,6.87,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_47,odm_orthophoto,11,47,2185,586,4299943.256088481,618877.4090196461,0.35995516,0.028780352,2.2497985e-05,1.0,100.0,64.00448,6.6715616e-06,7.411492e-06,1.4171203e-05,28.07,68.29,2.5,5.7,34.7,6.8,Wheat,Vegetative,HEALTHY
20260724_123113,G_11_48,odm_orthophoto,11,48,2231,586,4299943.256088481,618879.7084393072,0.35753533,0.025808446,2.2592942e-05,0.7046035805626598,70.46035805626599,64.24646,6.768579e-06,7.483912e-06,1.4299877e-05,30.5,73.62,5.13,0.67,37.34,7.0,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_12,odm_orthophoto,12,12,575,637,4299940.70608852,618796.929331509,0.36809173,0.05628933,1.6814029e-05,0.8759590792838875,87.59590792838875,63.19083,4.808779e-06,4.988137e-06,1.0413626e-05,34.75,71.72,11.42,5.79,38.68,6.66,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_13,odm_orthophoto,12,13,621,637,4299940.70608852,618799.2287511701,0.3876481,0.07024339,1.8424222e-05,1.0,100.0,61.23519,4.7995222e-06,4.541567e-06,1.0941127e-05,32.96,75.98,11.61,2.97,32.94,6.86,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_14,odm_orthophoto,12,14,667,637,4299940.70608852,618801.5281708312,0.42311975,0.08118041,2.236468e-05,1.0,100.0,57.688023,5.0316453e-06,3.6930537e-06,1.2486807e-05,33.44,67.57,1.91,1.82,40.16,6.38,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_15,odm_orthophoto,12,15,713,637,4299940.70608852,618803.8275904922,0.40124318,0.069941305,2.1817297e-05,1.0,100.0,59.87568,5.364266e-06,4.0377768e-06,1.2636964e-05,32.84,77.6,4.67,5.31,37.01,6.68,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_16,odm_orthophoto,12,16,759,637,4299940.70608852,618806.1270101533,0.38315,0.05838025,2.1057424e-05,1.0,100.0,61.685,5.5469795e-06,3.8767166e-06,1.2566381e-05,31.39,75.2,9.7,2.83,31.6,6.45,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_17,odm_orthophoto,12,17,805,637,4299940.70608852,618808.4264298143,0.4059455,0.074577235,2.0335587e-05,0.9305200341005968,93.47826086956522,59.405445,4.803879e-06,3.5126864e-06,1.1582638e-05,32.18,79.49,5.42,1.91,40.17,6.28,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_18,odm_orthophoto,12,18,851,637,4299940.70608852,618810.7258494754,0.77898544,0.22015308,4.4289023e-05,0.5072463768115942,51.9607843137255,22.101456,1.9861038e-06,2.668156e-06,1.6749693e-05,26.72,85.75,4.43,4.85,32.59,7.11,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_20,odm_orthophoto,12,20,943,637,4299940.70608852,618815.3246887975,0.65483564,0.15129109,3.6995978e-05,0.7476555839727195,76.12958226768968,34.516438,3.1754096e-06,4.057491e-06,1.5507876e-05,28.44,71.49,6.29,2.45,43.14,6.45,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_21,odm_orthophoto,12,21,989,637,4299940.70608852,618817.6241084585,0.7362766,0.18141186,4.6548827e-05,1.0,100.0,26.372337,2.7567887e-06,3.999801e-06,1.827372e-05,31.14,72.05,6.24,0.74,36.26,6.32,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_22,odm_orthophoto,12,22,1035,637,4299940.70608852,618819.9235281196,0.7377682,0.16366635,4.3526037e-05,1.0,100.0,26.223183,2.5709692e-06,3.6798706e-06,1.7080221e-05,31.01,63.22,8.41,3.32,43.36,7.03,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_23,odm_orthophoto,12,23,1081,637,4299940.70608852,618822.2229477807,0.66095155,0.12266465,3.760361e-05,1.0,100.0,33.904846,3.2075984e-06,4.026279e-06,1.5742617e-05,31.79,66.21,14.58,4.82,26.41,6.22,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_24,odm_orthophoto,12,24,1127,637,4299940.70608852,618824.5223674418,0.4769831,0.08360783,2.4905248e-05,1.0,100.0,52.301693,4.5764177e-06,4.513637e-06,1.2878459e-05,32.76,70.07,5.52,3.33,34.87,7.19,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_25,odm_orthophoto,12,25,1173,637,4299940.70608852,618826.8217871028,0.45115948,0.09836357,2.2831005e-05,0.9727195225916454,97.65558397271951,54.884052,4.635382e-06,4.276407e-06,1.2245977e-05,29.63,77.49,4.35,3.3,30.86,7.33,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_26,odm_orthophoto,12,26,1219,637,4299940.70608852,618829.1212067639,0.55864793,0.09469502,3.158395e-05,0.711849957374254,72.84739982949702,44.13521,4.051703e-06,4.5747643e-06,1.45800905e-05,29.69,72.19,13.32,5.14,35.09,6.73,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_27,odm_orthophoto,12,27,1265,637,4299940.70608852,618831.420626425,0.57047,0.101361305,3.111265e-05,0.8917306052855924,90.62233589087809,42.953003,3.921545e-06,4.354433e-06,1.4292813e-05,28.69,75.2,11.31,2.11,34.7,6.44,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_28,odm_orthophoto,12,28,1311,637,4299940.70608852,618833.720046086,0.52414805,0.106121995,3.0172801e-05,0.9262574595055414,94.50127877237851,47.585194,4.6594137e-06,4.5635516e-06,1.4717407e-05,27.43,77.87,2.04,1.5,31.1,6.82,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_29,odm_orthophoto,12,29,1357,637,4299940.70608852,618836.019465747,0.6275936,0.13698375,3.384438e-05,0.881074168797954,89.89769820971867,37.240643,3.226917e-06,3.7188677e-06,1.4508791e-05,36.15,67.98,7.12,1.73,26.7,7.0,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_30,odm_orthophoto,12,30,1403,637,4299940.70608852,618838.3188854081,0.54544544,0.12199175,2.9318307e-05,0.8431372549019608,85.89087809036658,45.455456,4.217661e-06,4.2665056e-06,1.3990787e-05,30.82,74.37,5.53,2.74,42.9,6.81,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_31,odm_orthophoto,12,31,1449,637,4299940.70608852,618840.6183050692,0.5401989,0.121120386,3.186905e-05,0.9475703324808185,96.54731457800511,45.980106,4.529266e-06,4.5285697e-06,1.5152708e-05,27.53,72.61,5.67,5.35,24.44,6.66,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_32,odm_orthophoto,12,32,1495,637,4299940.70608852,618842.9177247302,0.6092546,0.15035856,2.99171e-05,0.8780903665814151,88.57630008525149,39.07454,3.1042407e-06,3.4259338e-06,1.3076943e-05,31.8,71.42,1.71,4.66,36.47,6.7,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_33,odm_orthophoto,12,33,1541,637,4299940.70608852,618845.2171443913,0.6095661,0.1400566,4.000691e-05,0.8584825234441603,87.68115942028986,39.043392,4.4321746e-06,4.7784065e-06,1.7768414e-05,30.09,79.17,10.52,1.73,32.28,7.24,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_34,odm_orthophoto,12,34,1587,637,4299940.70608852,618847.5165640523,0.6347118,0.14746752,3.8192313e-05,0.8546462063086104,86.18925831202046,36.52882,3.6980466e-06,4.173812e-06,1.6429356e-05,31.38,70.7,2.22,0.81,29.61,7.11,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_35,odm_orthophoto,12,35,1633,637,4299940.70608852,618849.8159837134,0.5843765,0.13901487,2.7360651e-05,0.8452685421994884,86.61551577152599,41.562347,3.1432096e-06,3.4096722e-06,1.2263722e-05,31.54,69.17,9.2,2.72,35.5,7.33,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_36,odm_orthophoto,12,36,1679,637,4299940.70608852,618852.1154033744,0.5417872,0.11631767,3.4121298e-05,0.9646206308610401,97.27195225916454,45.821278,4.8880624e-06,4.9601817e-06,1.6262316e-05,31.85,71.89,6.2,5.45,31.71,6.99,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_37,odm_orthophoto,12,37,1725,637,4299940.70608852,618854.4148230355,0.61934066,0.1447502,3.2132346e-05,0.8235294117647058,84.27109974424553,38.065933,3.0934382e-06,3.5520916e-06,1.3804605e-05,32.31,71.01,8.93,4.06,23.89,7.54,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_38,odm_orthophoto,12,38,1771,637,4299940.70608852,618856.7142426965,0.519668,0.109647945,2.7248394e-05,0.9313725490196079,94.28815004262574,48.033203,4.1976377e-06,4.325339e-06,1.3280762e-05,28.3,70.04,3.07,3.38,28.72,7.41,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_39,odm_orthophoto,12,39,1817,637,4299940.70608852,618859.0136623576,0.57331914,0.12967359,3.5341254e-05,0.8495311167945439,86.48763853367434,42.668087,4.4348744e-06,4.6567297e-06,1.6215787e-05,29.9,69.84,14.13,5.92,42.6,6.23,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_40,odm_orthophoto,12,40,1863,637,4299940.70608852,618861.3130820188,0.6340029,0.14687295,3.2233995e-05,0.9288150042625746,93.86189258312021,36.59971,3.0675947e-06,3.49381e-06,1.3812628e-05,30.05,77.8,9.99,4.5,34.47,7.1,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_41,odm_orthophoto,12,41,1909,637,4299940.70608852,618863.6125016798,0.594103,0.12722504,3.6367597e-05,0.9151747655583973,92.924126172208,40.589703,4.166671e-06,4.5968527e-06,1.6289707e-05,31.94,62.89,0.97,4.05,25.86,6.23,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_42,odm_orthophoto,12,42,1955,637,4299940.70608852,618865.9119213409,0.5901598,0.12792915,3.4373286e-05,0.9002557544757033,91.47485080988918,40.984024,4.100511e-06,4.5276884e-06,1.555873e-05,26.3,76.51,1.63,0.82,32.3,6.49,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_43,odm_orthophoto,12,43,2001,637,4299940.70608852,618868.2113410019,0.61008894,0.14087877,3.4220066e-05,0.9173060528559249,92.924126172208,38.991104,3.6212107e-06,4.0824e-06,1.5028334e-05,30.74,65.15,6.51,2.08,31.51,6.64,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_44,odm_orthophoto,12,44,2047,637,4299940.70608852,618870.510760663,0.55643976,0.12886593,3.7857022e-05,0.9168797953964194,92.1994884910486,44.356026,5.0374256e-06,5.260344e-06,1.7657014e-05,31.7,71.31,6.57,4.95,37.33,6.55,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_45,odm_orthophoto,12,45,2093,637,4299940.70608852,618872.810180324,0.4624367,0.07970138,2.8003567e-05,0.9705882352941176,97.9539641943734,53.756332,5.494343e-06,5.738064e-06,1.4829247e-05,28.55,68.64,14.42,2.83,33.7,7.15,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_46,odm_orthophoto,12,46,2139,637,4299940.70608852,618875.1095999851,0.43863168,0.06697575,2.6554086e-05,0.9369138959931799,94.28815004262574,56.136833,5.664579e-06,5.9783524e-06,1.4516301e-05,31.88,73.48,5.52,1.58,22.85,6.01,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_47,odm_orthophoto,12,47,2185,637,4299940.70608852,618877.4090196461,0.39352834,0.049155947,2.3868486e-05,0.9603580562659847,96.37681159420289,60.647167,6.1473834e-06,6.5588038e-06,1.410387e-05,31.63,72.62,9.3,3.73,32.01,6.72,Wheat,Vegetative,HEALTHY
20260724_123113,G_12_48,odm_orthophoto,12,48,2231,637,4299940.70608852,618879.7084393072,0.37719518,0.03887055,2.3430024e-05,1.0,100.0,62.280483,6.4506203e-06,6.9049365e-06,1.4260952e-05,34.15,76.46,13.84,1.96,28.7,6.98,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_11,odm_orthophoto,13,11,529,688,4299938.156088558,618794.629911848,0.37896398,0.054155506,1.759439e-05,0.6300085251491901,63.00085251491902,62.103607,4.797862e-06,5.0975436e-06,1.066284e-05,33.41,72.87,9.4,0.76,37.24,6.6,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_12,odm_orthophoto,13,12,575,688,4299938.156088558,618796.929331509,0.3792671,0.055469725,1.7400684e-05,1.0,100.0,62.07329,4.73432e-06,4.9545542e-06,1.0534725e-05,28.05,65.64,10.46,3.07,31.81,6.76,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_13,odm_orthophoto,13,13,621,688,4299938.156088558,618799.2287511701,0.4313434,0.07819491,2.4071802e-05,1.0,100.0,56.865658,5.2340115e-06,4.0608033e-06,1.3258253e-05,30.7,62.52,12.3,1.1,35.78,6.82,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_14,odm_orthophoto,13,14,667,688,4299938.156088558,618801.5281708312,0.43531415,0.08134809,2.4422598e-05,1.0,100.0,56.468582,5.2624832e-06,3.8205444e-06,1.340366e-05,29.58,81.03,14.26,3.97,42.23,6.19,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_15,odm_orthophoto,13,15,713,688,4299938.156088558,618803.8275904922,0.40498722,0.0668963,2.1770602e-05,1.0,100.0,59.501278,5.291086e-06,4.09524e-06,1.25482175e-05,32.03,76.82,3.09,0.73,36.98,7.05,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_16,odm_orthophoto,13,16,759,688,4299938.156088558,618806.1270101533,0.39992616,0.06519019,2.1239366e-05,1.0,100.0,60.00738,5.2158916e-06,3.600583e-06,1.2295934e-05,31.87,77.1,10.84,1.46,45.07,7.06,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_17,odm_orthophoto,13,17,805,688,4299938.156088558,618808.4264298143,0.5759359,0.12294397,3.2671254e-05,0.8951406649616368,90.40920716112531,42.40641,3.6509477e-06,3.7345249e-06,1.45417935e-05,33.39,73.2,2.43,2.92,32.61,6.49,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_18,odm_orthophoto,13,18,851,688,4299938.156088558,618810.7258494754,0.75431705,0.19031654,4.2054835e-05,0.8729752770673487,88.57630008525149,24.568295,2.1871188e-06,3.075711e-06,1.6205944e-05,30.75,67.3,7.64,5.46,36.18,7.21,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_19,odm_orthophoto,13,19,897,688,4299938.156088558,618813.0252691364,0.7385988,0.20552383,3.665696e-05,0.5967604433077579,61.16794543904518,26.140118,2.1268447e-06,2.6948976e-06,1.4346246e-05,32.53,64.84,9.49,1.46,32.2,6.58,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_20,odm_orthophoto,13,20,943,688,4299938.156088558,618815.3246887975,0.73253196,0.17945546,4.3186046e-05,0.9377664109121909,94.16027280477408,26.746803,2.6460366e-06,3.683931e-06,1.7041953e-05,31.97,70.88,14.68,5.89,27.22,6.74,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_21,odm_orthophoto,13,21,989,688,4299938.156088558,618817.6241084585,0.72135633,0.16275685,4.151431e-05,1.0,100.0,27.864367,2.6493376e-06,3.7754587e-06,1.6487975e-05,33.43,73.84,7.05,0.8,31.38,6.56,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_22,odm_orthophoto,13,22,1035,688,4299938.156088558,618819.9235281196,0.7083236,0.15529303,3.9913255e-05,0.9872122762148338,99.23273657289002,29.16764,2.7287726e-06,3.7116224e-06,1.6033695e-05,30.59,72.21,11.89,3.6,42.46,6.74,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_23,odm_orthophoto,13,23,1081,688,4299938.156088558,618822.2229477807,0.48535544,0.09027539,2.5323621e-05,0.9143222506393862,92.3699914748508,51.464455,4.6603777e-06,4.6904956e-06,1.3101884e-05,31.45,67.56,6.32,2.77,29.42,6.76,Wheat,Vegetative,HEALTHY
20260724_123113,G_13_24,odm_orthophoto,13,24,1127,688,4299938.156088558,618824.5223674418,0.4154539,0.089177154,2.1562051e-05,1.0,100.0,58.45461,5.081658e-06,4.623055e-06,1.226926e-05,33.26,76.39,0.29,5.32,33.67,7.23,Wheat,Vegetative,HEALTHY
